,player_id,tournament_score
0,6671adc2dd588a8bda035feb,1935671.0
1,6671adc2dd588a8bda035fec,343776.0
2,6671adc2dd588a8bda035fed,685321.0
3,6671adc2dd588a8bda035fee,647388.0
4,6671adc2dd588a8bda035fef,933454.0
5,6671adc2dd588a8bda035ff0,921521.0
6,6671adc2dd588a8bda035ff1,116246.0
7,6671adc2dd588a8bda035ff2,831607.0
8,6671adc2dd588a8bda035ff3,270520.0
9,6671adc2dd588a8bda035ff4,615999.0
10,6671adc2dd588a8bda035ff5,444571.0
11,6671adc2dd588a8bda035ff6,543572.0
12,6671adc2dd588a8bda035ff7,734576.0
13,6671adc2dd588a8bda035ff8,1100952.0
14,6671adc2dd588a8bda035ff9,181308.0
15,6671adc2dd588a8bda035ffa,403595.0
16,6671adc2dd588a8bda035ffb,490075.0
17,6671adc2dd588a8bda035ffc,801349.0
18,6671adc2dd588a8bda035ffd,1026248.0
19,6671adc2dd588a8bda035ffe,599257.0
20,6671adc2dd588a8bda035fff,890923.0
21,6671adc2dd588a8bda036000,753136.0
22,6671adc2dd588a8bda036001,1816870.0
23,6671adc2dd588a8bda036002,324724.0
24,6671adc2dd588a8bda036003,1773276.0
25,6671adc2dd588a8bda036004,598477.0
26,6671adc2dd588a8bda036005,1687425.0
27,6671adc2dd588a8bda036006,1394064.0
28,6671adc2dd588a8bda036007,1034518.0
29,6671adc2dd588a8bda036008,132787.0
30,6671adc2dd588a8bda036009,990230.0
31,6671adc2dd588a8bda03600a,206054.0
32,6671adc2dd588a8bda03600b,423578.0
33,6671adc2dd588a8bda03600c,315673.0
34,6671adc2dd588a8bda03600d,963103.0
35,6671adc2dd588a8bda03600e,443948.0
36,6671adc2dd588a8bda03600f,277525.0
37,6671adc2dd588a8bda036010,39988.0
38,6671adc2dd588a8bda036011,661821.0
39,6671adc2dd588a8bda036012,1404835.0
40,6671adc2dd588a8bda036013,1921102.0
41,6671adc2dd588a8bda036014,754522.0
42,6671adc2dd588a8bda036015,877212.0
43,6671adc2dd588a8bda036016,802254.0
44,6671adc2dd588a8bda036017,263611.0
45,6671adc2dd588a8bda036018,1000467.0
46,6671adc2dd588a8bda036019,1123377.0
47,6671adc2dd588a8bda03601a,1429056.0
48,6671adc2dd588a8bda03601b,454262.0
49,6671adc2dd588a8bda03601c,1482423.0
50,6671adc2dd588a8bda03601d,82232.0
51,6671adc2dd588a8bda03601e,1510259.0
52,6671adc2dd588a8bda03601f,409636.0
53,6671adc2dd588a8bda036020,396620.0
54,6671adc2dd588a8bda036021,2442483.0
55,6671adc2dd588a8bda036022,85223.0
56,6671adc2dd588a8bda036023,195796.0
57,6671adc2dd588a8bda036024,356868.0
58,6671adc2dd588a8bda036025,668464.0
59,6671adc2dd588a8bda036026,297478.0
60,6671adc2dd588a8bda036027,283932.0
61,6671adc2dd588a8bda036028,1252161.0
62,6671adc2dd588a8bda036029,1084275.0
63,6671adc2dd588a8bda03602a,226516.0
64,6671adc2dd588a8bda03602b,207838.0
65,6671adc2dd588a8bda03602c,1153113.0
66,6671adc2dd588a8bda03602d,465429.0
67,6671adc2dd588a8bda03602e,379835.0
68,6671adc2dd588a8bda03602f,376743.0
69,6671adc2dd588a8bda036030,629728.0
70,6671adc2dd588a8bda036031,300084.0
71,6671adc2dd588a8bda036032,543936.0
72,6671adc2dd588a8bda036033,2416242.0
73,6671adc2dd588a8bda036034,282252.0
74,6671adc2dd588a8bda036035,2652009.0
75,6671adc2dd588a8bda036036,644602.0
76,6671adc2dd588a8bda036037,438581.0
77,6671adc2dd588a8bda036038,1123545.0
78,6671adc2dd588a8bda036039,463401.0
79,6671adc2dd588a8bda03603a,1048151.0
80,6671adc2dd588a8bda03603b,803317.0
81,6671adc2dd588a8bda03603c,53287.0
82,6671adc2dd588a8bda03603d,1459155.0
83,6671adc2dd588a8bda03603e,363175.0
84,6671adc2dd588a8bda03603f,995860.0
85,6671adc2dd588a8bda036040,116998.0
86,6671adc2dd588a8bda036041,155167.0
87,6671adc2dd588a8bda036042,198159.0
88,6671adc2dd588a8bda036043,160722.0
89,6671adc2dd588a8bda036044,746875.0
90,6671adc2dd588a8bda036045,128466.0
91,6671adc2dd588a8bda036046,560198.0
92,6671adc2dd588a8bda036047,241068.0
93,6671adc2dd588a8bda036048,338231.0
94,6671adc2dd588a8bda036049,520802.0
95,6671adc2dd588a8bda03604a,99262.0
96,6671adc2dd588a8bda03604b,737565.0
97,6671adc2dd588a8bda03604c,1149135.0
98,6671adc2dd588a8bda03604d,1075537.0
99,6671adc2dd588a8bda03604e,709958.0
100,6671adc2dd588a8bda03604f,394649.0
101,6671adc2dd588a8bda036050,588534.0
102,6671adc2dd588a8bda036051,666645.0
103,6671adc2dd588a8bda036052,547361.0
104,6671adc2dd588a8bda036053,344559.0
105,6671adc2dd588a8bda036054,749610.0
106,6671adc2dd588a8bda036055,1232465.0
107,6671adc2dd588a8bda036056,2060569.0
108,6671adc2dd588a8bda036057,949442.0
109,6671adc2dd588a8bda036058,274874.0
110,6671adc2dd588a8bda036059,2128756.0
111,6671adc2dd588a8bda03605a,470060.0
112,6671adc2dd588a8bda03605b,1071115.0
113,6671adc2dd588a8bda03605c,1592651.0
114,6671adc2dd588a8bda03605d,872563.0
115,6671adc2dd588a8bda03605e,139372.0
116,6671adc2dd588a8bda03605f,1159792.0
117,6671adc2dd588a8bda036060,2011347.0
118,6671adc2dd588a8bda036061,453338.0
119,6671adc2dd588a8bda036062,477557.0
120,6671adc2dd588a8bda036063,481059.0
121,6671adc2dd588a8bda036064,598830.0
122,6671adc2dd588a8bda036065,648903.0
123,6671adc2dd588a8bda036066,2481666.0
124,6671adc2dd588a8bda036067,270434.0
125,6671adc2dd588a8bda036068,189946.0
126,6671adc2dd588a8bda036069,773205.0
127,6671adc2dd588a8bda03606a,875390.0
128,6671adc2dd588a8bda03606b,579498.0
129,6671adc2dd588a8bda03606c,1172010.0
130,6671adc2dd588a8bda03606d,376801.0
131,6671adc2dd588a8bda03606e,606795.0
132,6671adc2dd588a8bda03606f,152683.0
133,6671adc2dd588a8bda036070,289375.0
134,6671adc2dd588a8bda036071,1628307.0
135,6671adc2dd588a8bda036072,872230.0
136,6671adc2dd588a8bda036073,1012024.0
137,6671adc2dd588a8bda036074,310412.0
138,6671adc2dd588a8bda036075,1363051.0
139,6671adc2dd588a8bda036076,402891.0
140,6671adc2dd588a8bda036077,495275.0
141,6671adc2dd588a8bda036078,966041.0
142,6671adc2dd588a8bda036079,57186.0
143,6671adc2dd588a8bda03607a,211762.0
144,6671adc2dd588a8bda03607b,1273886.0
145,6671adc2dd588a8bda03607c,1079401.0
146,6671adc2dd588a8bda03607d,1648969.0
147,6671adc2dd588a8bda03607e,2464113.0
148,6671adc2dd588a8bda03607f,804479.0
149,6671adc2dd588a8bda036080,1308339.0
150,6671adc2dd588a8bda036081,95464.0
151,6671adc2dd588a8bda036082,211045.0
152,6671adc2dd588a8bda036083,44549.0
153,6671adc2dd588a8bda036084,359706.0
154,6671adc2dd588a8bda036085,117796.0
155,6671adc2dd588a8bda036086,375810.0
156,6671adc2dd588a8bda036087,225283.0
157,6671adc2dd588a8bda036088,1556125.0
158,6671adc2dd588a8bda036089,494678.0
159,6671adc2dd588a8bda03608a,670994.0
160,6671adc2dd588a8bda03608b,250669.0
161,6671adc2dd588a8bda03608c,320033.0
162,6671adc2dd588a8bda03608d,155554.0
163,6671adc2dd588a8bda03608e,1310287.0
164,6671adc2dd588a8bda03608f,339574.0
165,6671adc2dd588a8bda036090,1611823.0
166,6671adc2dd588a8bda036091,398062.0
167,6671adc2dd588a8bda036092,369762.0
168,6671adc2dd588a8bda036093,183022.0
169,6671adc2dd588a8bda036094,261407.0
